Calendar Week,Expert Partner,Expert Location,OIT Node 1 (Contact Drivers),OIT Node 2 (Contact Drivers),OIT Node 3 (Contact Drivers),Handled Contacts,AHT,Transfers (%),tNPS,Survey Resp. Rate (tNPS),TNPS Survey Resp. Count,Issue Resolution (tNPS),New MCR 7-Day (Look-forward),Cases,Cases (excl. Internal),# of Experts
8/25/2024,CONCENTRIX,Mexico City,Data and systems,File management,Open programs,140.,38.9,16.4%,83.3,24.7%,24.,100.0%,18.6%,147.,116.,68.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,File management,Set up files,77.,34.2,11.7%,100.0,24.5%,12.,91.7%,12.5%,78.,69.,52.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,File management,-,237.,36.8,14.3%,88.9,23.5%,36.,97.0%,15.8%,244.,202.,78.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Customise reports,6.,32.4,16.7%,-,.0%,.,-,25.0%,5.,2.,6.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Memorise reports,1.,13.2,.0%,-,.0%,.,-,.0%,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,Report management,-,73.,24.6,23.3%,33.3,24.0%,6.,60.0%,8.9%,72.,47.,47.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,Web integration,Manage integrations,10.,7.6,20.0%,100.0,33.3%,1.,100.0%,.0%,10.,8.,10.
8/25/2024,CONCENTRIX,Mexico City,Data and systems,-,-,560.,32.0,20.0%,81.3,21.8%,64.,90.0%,14.6%,561.,431.,87.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,Paid time off,3.,30.8,.0%,100.0,100.0%,1.,100.0%,.0%,3.,1.,3.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,-,3.,30.8,.0%,100.0,100.0%,1.,100.0%,.0%,3.,1.,3.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,Track worker hours,4.,8.2,75.0%,-,-,.,-,.0%,3.,2.,4.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,-,7.,11.5,57.1%,-,-,.,-,.0%,7.,4.,7.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Insurance and medical benefits,11.,37.7,18.2%,100.0,25.0%,1.,100.0%,10.0%,11.,7.,9.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Retirement benefits,2.,15.4,50.0%,-,.0%,.,-,.0%,2.,2.,2.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,16.,33.6,18.8%,100.0,33.3%,2.,100.0%,7.1%,16.,10.,14.
8/25/2024,CONCENTRIX,Mexico City,Employee management,Workers compensation,-,1.,3.1,.0%,-,-,.,-,.0%,1.,.,1.
8/25/2024,CONCENTRIX,Mexico City,Employee management,-,-,73.,22.0,17.8%,100.0,16.1%,5.,100.0%,16.1%,69.,51.,40.
8/25/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,Budgets in business,3.,6.7,33.3%,-,-,.,-,.0%,2.,2.,3.
8/25/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,-,3.,6.7,33.3%,-,-,.,-,.0%,2.,2.,3.
8/25/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,15.,9.5,20.0%,-,.0%,.,-,22.2%,16.,6.,16.
8/25/2024,CONCENTRIX,Mexico City,Finance,Income,-,17.,12.0,17.6%,-,.0%,.,-,18.2%,18.,8.,16.
8/25/2024,CONCENTRIX,Mexico City,Finance,Liabilities,Liability schedules,1.,118.3,100.0%,-,.0%,.,-,-,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Finance,Liabilities,-,1.,118.3,100.0%,-,.0%,.,-,-,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Finance,-,-,21.,16.3,23.8%,-,.0%,.,-,15.4%,21.,11.,20.
8/25/2024,CONCENTRIX,Mexico City,Marketing,-,-,40.,16.2,47.5%,100.0,20.0%,1.,100.0%,.0%,27.,12.,29.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Wage withholdings,40.,36.4,15.0%,100.0,14.3%,3.,100.0%,12.9%,37.,25.,31.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,-,46.,35.7,15.2%,100.0,13.0%,3.,100.0%,11.8%,44.,30.,34.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll compliance,-,2.,20.2,.0%,-,.0%,.,-,.0%,3.,3.,3.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Annual employer forms,17.,20.2,17.6%,100.0,11.1%,1.,100.0%,15.4%,17.,15.,13.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Paycheque forms,41.,20.0,14.6%,100.0,23.1%,3.,100.0%,18.2%,38.,27.,27.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Quarterly employer forms,114.,27.7,19.3%,22.2,15.8%,9.,66.7%,13.3%,115.,85.,51.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,-,160.,25.5,18.8%,46.2,18.1%,13.,76.9%,14.2%,157.,115.,57.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll preferences,-,9.,38.9,44.4%,-,.0%,.,-,.0%,8.,5.,8.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Correct payroll,16.,35.8,12.5%,.0,28.6%,2.,50.0%,28.6%,17.,14.,12.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Deliver paycheque,14.,26.4,14.3%,-,.0%,.,-,.0%,13.,9.,14.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Journal posting,1.,60.8,.0%,100.0,100.0%,1.,100.0%,.0%,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Submit payroll,44.,32.2,2.3%,66.7,27.3%,9.,88.9%,14.6%,46.,39.,27.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,-,450.,34.4,11.1%,71.9,21.0%,57.,92.5%,13.3%,453.,364.,68.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Garnish paycheques,6.,27.0,.0%,100.0,20.0%,1.,-,20.0%,6.,5.,6.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Pay schedules,8.,13.7,.0%,100.0,40.0%,2.,100.0%,16.7%,8.,7.,7.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,-,81.,32.4,13.6%,77.8,20.5%,9.,100.0%,9.5%,83.,59.,42.
8/25/2024,CONCENTRIX,Mexico City,Payroll,Prior payroll,-,5.,3.7,20.0%,-,-,.,-,25.0%,5.,1.,4.
8/25/2024,CONCENTRIX,Mexico City,Payroll,-,-,778.,30.7,12.9%,67.9,19.6%,84.,91.0%,12.2%,775.,615.,76.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,Customise forms,52.,23.7,7.7%,75.0,36.4%,8.,75.0%,8.3%,47.,36.,34.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,-,1.,6.1,100.0%,-,-,.,-,-,1.,1.,2.
8/25/2024,CONCENTRIX,Mexico City,Product setup,List management,Customer list,8.,14.9,50.0%,-,.0%,.,-,16.7%,9.,8.,9.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Download products,52.,31.9,13.5%,77.8,25.7%,9.,88.9%,12.2%,50.,42.,33.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Install products,118.,40.1,14.4%,72.2,25.0%,18.,93.3%,8.7%,116.,101.,67.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,License information,114.,13.5,25.4%,71.4,16.7%,7.,80.0%,13.7%,96.,69.,62.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Reinstall products,217.,28.3,20.3%,85.0,18.3%,20.,93.8%,16.4%,210.,159.,74.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Uninstall products,1.,2.8,.0%,-,-,.,-,-,1.,.,1.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Update products,159.,39.2,10.1%,90.0,26.5%,30.,96.4%,11.5%,156.,135.,64.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,-,497.,30.9,17.5%,87.1,22.4%,62.,94.4%,13.5%,477.,381.,85.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Customer company settings,1.,10.3,100.0%,-,-,.,-,-,1.,.,1.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Display preferences,11.,8.0,18.2%,-,.0%,.,-,.0%,9.,4.,16.
8/25/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,-,12.,8.2,25.0%,-,.0%,.,-,.0%,10.,4.,17.
8/25/2024,CONCENTRIX,Mexico City,Product setup,-,-,558.,29.8,16.7%,85.7,23.3%,70.,91.9%,13.0%,532.,419.,85.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Pay bills,19.,30.8,10.5%,-,.0%,.,-,11.8%,19.,13.,15.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Write cheques,9.,13.9,33.3%,-,.0%,.,-,.0%,7.,5.,9.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,-,28.,25.3,17.9%,-,.0%,.,-,8.7%,26.,18.,23.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,Job estimates,8.,19.3,37.5%,-,.0%,.,-,.0%,8.,5.,8.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,-,14.,17.0,42.9%,-,.0%,.,-,.0%,14.,8.,15.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Fund status,2.,20.4,.0%,-,.0%,.,-,.0%,2.,2.,2.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Reverse payments,3.,12.8,.0%,-,.0%,.,-,.0%,3.,2.,3.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Set up payments,9.,13.8,77.8%,-,-,.,-,.0%,7.,1.,9.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Trace payments,20.,17.3,20.0%,-,.0%,.,-,16.7%,20.,17.,15.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,-,46.,16.1,30.4%,-100.0,5.9%,1.,100.0%,9.7%,41.,24.,32.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Customer refunds and credits,6.,15.5,.0%,-100.0,25.0%,1.,100.0%,.0%,6.,4.,7.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Receive payments,4.,25.0,75.0%,-,-,.,-,.0%,3.,.,4.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,-,21.,14.9,38.1%,-100.0,25.0%,1.,100.0%,.0%,17.,6.,18.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales orders,-,2.,11.8,50.0%,-,-,.,-,50.0%,2.,1.,2.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales receipts,-,2.,13.1,.0%,100.0,100.0%,1.,100.0%,.0%,2.,1.,2.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Item pricing,2.,8.2,50.0%,-,-,.,-,-,2.,1.,2.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,-,4.,8.8,25.0%,-,.0%,.,-,.0%,3.,2.,4.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Purchase orders,1.,6.1,100.0%,-,-,.,-,-,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier credits,3.,19.8,.0%,-,.0%,.,-,.0%,3.,2.,3.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier list,6.,42.1,16.7%,-100.0,25.0%,1.,.0%,.0%,8.,7.,7.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,-,42.,26.3,16.7%,.0,11.1%,2.,50.0%,5.9%,42.,32.,30.
8/25/2024,CONCENTRIX,Mexico City,Sales and logistics,-,-,64.,16.1,32.8%,.0,10.0%,2.,100.0%,8.7%,59.,34.,44.
8/25/2024,CONCENTRIX,Mexico City,Security and risk,Data privacy,-,51.,6.0,25.5%,.0,44.4%,4.,100.0%,8.0%,40.,21.,25.
8/25/2024,CONCENTRIX,Mexico City,Security and risk,Data security,-,113.,10.8,27.4%,33.3,28.6%,6.,60.0%,17.5%,88.,42.,58.
8/25/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,Manage risks,19.,28.2,5.3%,-100.0,9.1%,1.,.0%,25.0%,18.,13.,16.
8/25/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,-,32.,29.5,12.5%,-33.3,20.0%,3.,33.3%,22.7%,31.,19.,25.
8/25/2024,CONCENTRIX,Mexico City,Security and risk,-,-,652.,27.0,17.8%,57.1,16.7%,49.,85.7%,15.3%,614.,435.,89.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Business taxes,-,35.,21.9,31.4%,-,.0%,.,-,4.3%,28.,18.,30.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,Set up sales taxes,1.,15.8,100.0%,-,-,.,-,-,1.,.,1.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,-,7.,16.6,28.6%,-,.0%,.,-,.0%,5.,3.,7.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax compliance,-,13.,23.7,15.4%,-,.0%,.,-,22.2%,12.,10.,10.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax exemption,-,4.,27.0,50.0%,100.0,50.0%,1.,100.0%,.0%,4.,3.,4.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099,1.,16.3,.0%,100.0,100.0%,1.,100.0%,.0%,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099-MISC,1.,16.3,.0%,100.0,100.0%,1.,100.0%,.0%,1.,1.,1.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form W-2,14.,19.5,35.7%,100.0,25.0%,1.,100.0%,12.5%,14.,9.,11.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,State tax forms,53.,27.6,24.5%,50.0,20.0%,4.,75.0%,17.9%,53.,35.,36.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,-,68.,25.7,26.5%,66.7,24.0%,6.,83.3%,16.7%,68.,45.,36.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Federal taxes,7.,8.4,57.1%,-,.0%,.,-,16.7%,6.,5.,7.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Local taxes,3.,21.4,.0%,-,.0%,.,-,66.7%,3.,2.,3.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,State taxes,3.,8.4,100.0%,-,-,.,-,.0%,3.,.,3.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,-,12.,11.7,50.0%,-,.0%,.,-,33.3%,11.,7.,11.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax liabilities,-,23.,32.2,13.0%,100.0,7.7%,1.,100.0%,16.7%,23.,18.,12.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax notices,-,2.,13.1,.0%,-100.0,100.0%,1.,.0%,50.0%,2.,1.,2.
8/25/2024,CONCENTRIX,Mexico City,Taxation,Tax return,File tax return,2.,3.7,50.0%,-,-,.,-,-,1.,1.,2.
8/25/2024,CONCENTRIX,Mexico City,Taxation,-,-,145.,25.1,25.5%,55.6,15.8%,9.,77.8%,15.5%,138.,95.,57.
8/25/2024,CONCENTRIX,Mexico City,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,112.,1.6,6.3%,100.0,10.0%,1.,100.0%,-,83.,32.,49.
8/25/2024,CONCENTRIX,Mexico City,Uncategorized - Not Handled,Uncategorized - Not Handled,Uncategorized - Not Handled,.,-,-,100.0,10.5%,2.,100.0%,-,103.,39.,60.
8/25/2024,CONCENTRIX,Mexico City,Uncategorized - Others,Uncategorized - Others,Uncategorized - Others,84.,26.7,14.3%,100.0,21.1%,4.,75.0%,-,71.,28.,39.
8/25/2024,CONCENTRIX,Mexico City,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,.,-,-,-,-,.,-,-,.,.,50.
8/25/2024,CONCENTRIX,Mexico City,-,-,-,.,-,-,50.0,18.4%,16.,84.6%,-,131.,107.,57.
9/1/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Login and password,236.,33.6,16.9%,39.1,18.4%,23.,84.2%,12.8%,235.,172.,67.
9/1/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Manage users,37.,27.6,18.9%,.0,28.6%,4.,33.3%,4.0%,34.,19.,30.
9/1/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-user mode,49.,48.1,10.2%,75.0,14.3%,4.,100.0%,22.5%,46.,37.,39.
9/1/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Primary administrator,155.,31.1,11.6%,42.9,16.3%,14.,78.6%,15.0%,162.,115.,60.
9/1/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,-,435.,34.1,14.9%,47.4,16.5%,38.,81.8%,15.2%,432.,315.,70.
9/1/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business address,2.,29.2,.0%,.0,50.0%,1.,100.0%,.0%,2.,2.,2.
9/1/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business name,10.,26.1,20.0%,-,.0%,.,-,22.2%,12.,8.,10.
9/1/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business phone number,11.,24.0,.0%,100.0,14.3%,1.,100.0%,27.3%,11.,10.,12.
9/1/2024,CONCENTRIX,Mexico City,Account management,Business profile,Merchant category,4.,5.9,25.0%,-,-,.,-,.0%,3.,2.,4.
9/1/2024,CONCENTRIX,Mexico City,Account management,Business profile,-,51.,26.8,11.8%,66.7,11.5%,3.,100.0%,19.6%,52.,36.,32.
9/1/2024,CONCENTRIX,Mexico City,Account management,Customer profile,Manage customers,130.,25.7,21.5%,92.9,20.6%,14.,100.0%,23.3%,130.,94.,61.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit account payment method,10.,13.9,20.0%,-,.0%,.,-,12.5%,9.,7.,10.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing issues,54.,20.7,33.3%,66.7,18.2%,6.,100.0%,6.7%,54.,45.,36.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing updates,142.,22.7,15.5%,56.3,17.8%,16.,73.3%,4.7%,139.,120.,59.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit discounts,14.,12.4,42.9%,-,.0%,.,-,11.1%,10.,3.,11.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit fees,247.,19.3,25.9%,52.2,18.9%,23.,85.0%,7.6%,225.,176.,65.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit invoices,5.,31.5,20.0%,-,.0%,.,-,.0%,4.,3.,6.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit pricing,41.,17.4,29.3%,100.0,7.7%,1.,100.0%,10.3%,36.,26.,23.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit refunds,118.,20.7,21.2%,66.7,14.8%,9.,87.5%,4.9%,106.,90.,54.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,-,486.,20.3,23.3%,56.8,17.1%,44.,82.1%,6.4%,448.,364.,71.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit account settings,-,65.,29.4,15.4%,33.3,10.3%,3.,66.7%,6.3%,66.,48.,32.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,New subscriptions,79.,19.1,53.2%,50.0,14.3%,4.,100.0%,7.7%,66.,48.,43.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,Order supplies,1.,25.1,.0%,-,-,.,-,.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,-,104.,17.0,51.0%,20.0,15.2%,5.,100.0%,6.4%,86.,59.,53.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Account status,135.,23.3,18.5%,46.2,16.3%,13.,75.0%,11.2%,131.,105.,56.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel Intuit account,1.,13.5,100.0%,-,-,.,-,.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel products or services,179.,20.1,21.8%,55.0,20.0%,20.,94.7%,5.5%,172.,142.,60.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Migrate services,10.,13.1,60.0%,-,.0%,.,-,.0%,10.,7.,10.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Renew or reactivate,279.,28.0,17.9%,61.1,20.7%,36.,84.4%,12.2%,276.,232.,72.
9/1/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,-,682.,23.3,23.8%,56.7,17.7%,67.,88.5%,10.8%,659.,527.,76.
9/1/2024,CONCENTRIX,Mexico City,Account management,Taxpayer Identification numbers,-,11.,9.2,9.1%,-,.0%,.,-,75.0%,9.,3.,13.
9/1/2024,CONCENTRIX,Mexico City,Account management,-,-,"1,025.",22.8,25.0%,52.9,16.6%,87.,85.5%,9.6%,959.,753.,76.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Journal entries,25.,21.1,20.0%,100.0,10.0%,1.,-,23.5%,24.,16.,21.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Statement reconciliation,36.,29.5,5.6%,25.0,16.0%,4.,66.7%,13.3%,38.,26.,29.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,Chart of accounts,11.,30.2,.0%,100.0,50.0%,4.,100.0%,.0%,12.,10.,10.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,-,13.,26.6,15.4%,100.0,50.0%,4.,100.0%,.0%,13.,11.,13.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accountant reports,4.,21.8,.0%,-,.0%,.,-,.0%,4.,3.,4.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts payable reports,3.,33.0,33.3%,-,.0%,.,-,.0%,3.,2.,3.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts receivable reports,3.,14.5,33.3%,100.0,33.3%,1.,100.0%,.0%,4.,4.,3.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Audit log,2.,10.3,50.0%,-,.0%,.,-,50.0%,2.,2.,3.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Customer statements,5.,44.7,20.0%,100.0,25.0%,1.,100.0%,20.0%,5.,4.,5.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Financial reports,6.,23.7,33.3%,100.0,20.0%,1.,100.0%,.0%,7.,6.,5.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Payroll reports,10.,22.9,10.0%,-,.0%,.,-,12.5%,9.,4.,11.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Purchase reports,3.,7.7,33.3%,-,.0%,.,-,.0%,2.,1.,3.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Sales reports,4.,64.1,.0%,100.0,25.0%,1.,.0%,33.3%,5.,4.,4.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Stock reports,4.,14.9,25.0%,-,.0%,.,-,.0%,3.,2.,4.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Transaction reports,4.,64.1,.0%,100.0,25.0%,1.,.0%,33.3%,5.,4.,4.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Expense accounting,-,1.,10.2,100.0%,-,-,.,-,-,.,.,1.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,Accountant features,1.,19.3,.0%,-,.0%,.,-,100.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,-,1.,19.3,.0%,-,.0%,.,-,100.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,-,-,63.,27.2,12.7%,62.5,21.1%,8.,85.7%,12.2%,62.,46.,42.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,Set up money movement,1.,67.3,.0%,-,.0%,.,-,.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Bank feeds,17.,38.5,11.8%,100.0,8.3%,1.,100.0%,13.3%,20.,18.,15.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Direct feeds,18.,42.7,16.7%,-,.0%,.,-,25.0%,18.,15.,13.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,-,35.,40.7,14.3%,100.0,4.0%,1.,100.0%,18.5%,38.,33.,24.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,Direct deposits,31.,42.0,9.7%,50.0,19.0%,4.,100.0%,21.7%,33.,26.,20.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,-,49.,38.3,10.2%,28.6,25.0%,7.,50.0%,14.7%,50.,36.,32.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Reclassify transactions,1.,38.2,100.0%,-,-,.,-,.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,-,93.,35.2,18.3%,50.0,7.7%,4.,75.0%,13.9%,96.,69.,48.
9/1/2024,CONCENTRIX,Mexico City,Banking,-,-,150.,34.6,16.7%,36.4,13.4%,11.,62.5%,13.5%,152.,108.,61.
9/1/2024,CONCENTRIX,Mexico City,Business management,Business operations,Manage projects,1.,27.1,.0%,100.0,100.0%,1.,100.0%,.0%,1.,1.,1.
9/1/2024,CONCENTRIX,Mexico City,Business management,Small business processes,-,241.,22.9,27.4%,52.4,20.0%,21.,83.3%,19.3%,229.,157.,74.
9/1/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Back up data,160.,43.0,10.0%,46.4,26.4%,28.,80.0%,15.3%,163.,134.,57.
9/1/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Damaged data,18.,40.8,5.6%,75.0,50.0%,4.,75.0%,23.1%,16.,12.,18.
9/1/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Data utilities,10.,49.8,20.0%,100.0,40.0%,2.,100.0%,33.3%,8.,7.,10.
9/1/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Migrate data,118.,24.7,39.8%,40.0,14.7%,5.,100.0%,6.9%,107.,70.,49.
9/1/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Sync data,8.,21.7,50.0%,100.0,50.0%,1.,100.0%,.0%,5.,2.,7.
9/1/2024,CONCENTRIX,Mexico City,Data and systems,Electronic filing,-,11.,33.3,9.1%,100.0,10.0%,1.,100.0%,.0%,13.,11.,9.
